"map_id","benchmark_id","distances","fscores","precisions","recalls"
,"GTSuite-chris-office-6-scans-video-576724639910_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=ultralite_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-office-6-scans-video-576724639910_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=128",,,,
,"GTSuite-chris-office-6-scans-video-576724639910_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=lite_mvsnet-depth-buckets=256",,,,
"gg-park-video-583362563275","GTSuite-chris-gg-park-video-583362563275_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=semilite_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0148231470957398,0.0237935483455658,0.0329185128211975,0.0413870140910149,0.0456435158848763,0.0489215403795242,0.051617905497551,0.0540141351521015,0.05616594851017,0.0580536015331745,0.0597458481788635,0.0612990334630013,0.0640941709280014,0.0665927082300186,0.0688068717718124,0.0728233680129051,0.0878884643316269]","[0.192657321691513,0.408776164054871,0.636457443237305,0.792580902576447,0.837948858737946,0.862682521343231,0.883000671863556,0.900816023349762,0.917740225791931,0.932315587997437,0.942231178283691,0.949521124362946,0.961761593818665,0.973298966884613,0.9813472032547,0.990480124950409,0.994890213012695]","[0.0077081061899662,0.0122533896937966,0.0168962031602859,0.0212482791393995,0.0234607178717852,0.0251745767891407,0.026586027815938,0.0278417840600014,0.028969444334507,0.0299595631659031,0.0308510400354862,0.0316718481481075,0.0331517457962036,0.0344757623970509,0.0356533490121365,0.0378013215959072,0.0459749400615692]"
"gg-park-video-583362563275","GTSuite-chris-gg-park-video-583362563275_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0147876525297761,0.0246900003403425,0.0342124253511429,0.04239297285676,0.0468553826212883,0.0502221025526524,0.0529557801783085,0.055282223969698,0.0574053227901459,0.0593513585627079,0.0611171275377274,0.0627190694212914,0.0655177757143974,0.0680728331208229,0.0703940913081169,0.0746075138449669,0.0903189480304718]","[0.171660631895065,0.384615808725357,0.624718427658081,0.765853643417358,0.814109206199646,0.844677031040192,0.867462635040283,0.884540796279907,0.899598062038422,0.915051817893982,0.930134177207947,0.942205548286438,0.959034323692322,0.971119284629822,0.980609178543091,0.987129092216492,0.992383360862732]","[0.0077266301959753,0.0127543769776821,0.0175878051668406,0.0217998381704092,0.0241218470036983,0.025880441069603,0.0273115281015635,0.0285327360033989,0.0296486355364323,0.0306703373789787,0.0315966382622719,0.0324392132461071,0.0339174456894398,0.0352726764976978,0.0365074053406715,0.0387688390910625,0.0473124794661999]"
,"GTSuite-chris-office-6-scans-video-576724639910_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=192",,,,
"201-spear-video-577758970062","GTSuite-chris-201-spear-video-577758970062_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[6.99996424373239E-4,0.00151832646224648,0.00274239876307547,0.00503182411193848,0.00734715396538377,0.00982034020125866,0.012282270938158,0.0146068148314953,0.0170035194605589,0.0191123764961958,0.0210141260176897,0.0228501800447702,0.0266127586364746,0.0303502567112446,0.0343360640108585,0.0431310161948204,0.0748343244194984]","[0.019776925444603,0.0322201102972031,0.0465450808405876,0.0685543641448021,0.0910149589180946,0.11133586615324,0.126035585999489,0.140803813934326,0.157244279980659,0.169066920876503,0.178536310791969,0.187324717640877,0.207806810736656,0.226479649543762,0.245704516768456,0.285576701164246,0.412680119276047]","[3.56303848093376E-4,7.77482113335282E-4,0.00141282053664327,0.00261176261119545,0.00382808735594153,0.00513671105727553,0.00645569153130054,0.00770295411348343,0.00898769963532686,0.0101286936551332,0.0111640822142363,0.0121671753004193,0.014216709882021,0.0162649508565664,0.0184577237814665,0.0233270656317472,0.0411479920148849]"
"gg-park-video-583366999542","GTSuite-chris-gg-park-video-583366999542_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=semilite_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[6.63375481963158E-4,9.52404923737049E-4,0.00127387733664364,0.00176023133099079,0.00217425869777799,0.00257441960275173,0.00299077690578997,0.00356646790169179,0.00446559302508831,0.00575523125007749,0.00723400944843888,0.0088914642110467,0.0128120556473732,0.016747334972024,0.0205355789512396,0.0280050244182348,0.0541851185262203]","[0.0146649023517966,0.0266361683607101,0.0396847315132618,0.0563873387873173,0.0691021084785461,0.0806533694267273,0.0930308550596237,0.108081981539726,0.126198396086693,0.148418560624123,0.172710418701172,0.19637431204319,0.241562828421593,0.282553017139435,0.325063824653625,0.417664170265198,0.697431325912476]","[3.39363381499425E-4,4.84871008666232E-4,6.47328270133585E-4,8.94070661161095E-4,0.0011045056162402,0.00130808656103909,0.00151981820818037,0.00181314896326512,0.00227301218546927,0.00293451151810586,0.00369437434710562,0.00454871077090502,0.00658053765073419,0.00862940680235624,0.0106026977300644,0.014488241635263,0.0281875375658274]"
"201-spear-video-577758970062","GTSuite-chris-201-spear-video-577758970062_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=semilite_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[5.69839205127209E-4,0.00128137064166367,0.00238184863701463,0.00456774467602372,0.00679614767432213,0.00903348159044981,0.0111710131168365,0.0132405189797282,0.0152248088270426,0.0172586794942617,0.0192474871873856,0.0212232936173677,0.0251921098679304,0.0289327651262283,0.0324694253504276,0.0395338162779808,0.073755294084549]","[0.00937636196613312,0.0165163800120354,0.0242310464382172,0.0398184098303318,0.0560714080929756,0.0713810250163078,0.083247534930706,0.0924802348017693,0.101904481649399,0.11198478937149,0.12348735332489,0.137221470475197,0.161648854613304,0.179788619279861,0.19396810233593,0.216978013515472,0.380595058202744]","[2.93848774163052E-4,6.66541105601937E-4,0.00125248217955232,0.00242283963598311,0.00361729110591114,0.00482185091823339,0.00598722044378519,0.00713071692734957,0.00822697021067142,0.00934981927275658,0.0104371411725879,0.0115010486915708,0.0136605128645897,0.0157322511076927,0.0177176408469677,0.0217481888830662,0.0408342741429806]"
"small-office-6-scans-video-576721897501","GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[8.71424854267389E-4,0.00261809211224318,0.00559016736224294,0.010255373083055,0.0136595545336604,0.0165511928498745,0.0190361738204956,0.0212840680032969,0.0232440270483494,0.0249635484069586,0.0264869704842567,0.0279158316552639,0.0307645294815302,0.0334001705050468,0.0358351655304432,0.0403475165367126,0.0613557808101177]","[0.0323164239525795,0.0733524337410927,0.109022982418537,0.149362325668335,0.177729085087776,0.202314734458923,0.218484178185463,0.236715540289879,0.251755714416504,0.264082252979279,0.274790704250336,0.288808345794678,0.32788360118866,0.374655872583389,0.412731051445007,0.467425137758255,0.817871809005737]","[4.41667274571955E-4,0.00133283180184662,0.0028686283621937,0.00530998082831502,0.00710272043943405,0.00862854346632957,0.00995162129402161,0.0111429896205664,0.0121844969689846,0.0131009882315993,0.0139140719547868,0.0146667482331395,0.0161394253373146,0.0174792110919952,0.0187307260930538,0.0210837181657553,0.0318734459578991]"
"office-6-scans-video-576724639910","GTSuite-chris-office-6-scans-video-576724639910_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.00828886870294809,0.0153276855126023,0.024963267147541,0.043111689388752,0.0614869222044945,0.0755862668156624,0.0868983492255211,0.0957823246717453,0.103473171591759,0.110521785914898,0.116992056369781,0.123144924640656,0.134668320417404,0.145083352923393,0.15462189912796,0.171835958957672,0.246116861701012]","[0.0865570902824402,0.16146844625473,0.246731266379356,0.400421291589737,0.51435112953186,0.58637660741806,0.628838717937469,0.657876133918762,0.680402755737305,0.700930416584015,0.719446182250977,0.735327005386353,0.764532029628754,0.789215743541718,0.809580087661743,0.839556813240051,0.985342919826508]","[0.00435285270214081,0.00804571993649006,0.0131466994062066,0.0227822810411453,0.032697856426239,0.0403967872262001,0.0466740876436234,0.0516511909663677,0.0559942871332169,0.059990506619215,0.0636730939149857,0.0671993941068649,0.0738371759653091,0.0798843428492546,0.0854732245206833,0.0957129821181297,0.140620350837708]"
"201-spear-video-577761731441","GTSuite-chris-201-spear-video-577761731441_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0216647945344448,0.0318730287253857,0.043455433100462,0.0598659068346024,0.073639988899231,0.087387852370739,0.103190511465073,0.119404785335064,0.135534316301346,0.149522200226784,0.161259159445763,0.171462342143059,0.188550293445587,0.202965244650841,0.215407162904739,0.237185254693031,0.31014883518219]","[0.38393422961235,0.470133394002914,0.55037534236908,0.634729862213135,0.678626298904419,0.72150844335556,0.814102411270142,0.889310240745544,0.924014568328857,0.940787672996521,0.95150488615036,0.959040522575378,0.967586278915405,0.97393786907196,0.97985452413559,0.987662196159363,0.995810449123383]","[0.011146898381412,0.0164956822991371,0.0226207375526428,0.0314144119620323,0.0389323346316814,0.0465105623006821,0.0550864636898041,0.0639988481998444,0.0731305480003357,0.0812149718403816,0.0880946293473244,0.0941472351551056,0.104452274739742,0.113286927342415,0.121004097163677,0.134775683283806,0.18367800116539]"
,"GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
"office-6-scans-video-576721897501","GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.0115670608356595,0.0207141265273094,0.035628080368042,0.0678337067365646,0.0905037820339203,0.108823962509632,0.125343784689903,0.14057345688343,0.155384615063667,0.169012039899826,0.181113600730896,0.191910803318024,0.211446240544319,0.229131102561951,0.245124623179436,0.274586021900177,0.39060240983963]","[0.0467609837651253,0.078099362552166,0.139327004551888,0.312402337789536,0.382609814405441,0.434225410223007,0.477547734975815,0.516841053962708,0.554130077362061,0.587449848651886,0.610949039459229,0.629579484462738,0.662146985530853,0.689652919769287,0.712597012519836,0.752524673938751,0.887154042720795]","[0.00659981369972229,0.0119405454024673,0.0204256139695644,0.0380476005375385,0.0513218082487583,0.0622070245444775,0.0721392259001732,0.081349715590477,0.0903615280985832,0.0987049639225006,0.106315180659294,0.113209947943687,0.125811010599136,0.137388616800308,0.148021012544632,0.167930856347084,0.250432252883911]"
"office-6-scans-video-576724639910","GTSuite-chris-office-6-scans-video-576724639910_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=semilite_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.00686818826943636,0.0133427539840341,0.0243950951844454,0.0418468974530697,0.0528051294386387,0.061134859919548,0.0678099021315575,0.0736906453967094,0.0789712592959404,0.0839047357439995,0.0886276587843895,0.0934232547879219,0.102168418467045,0.109662294387817,0.116470403969288,0.129340425133705,0.189586222171783]","[0.0458653271198273,0.0852357000112534,0.15026082098484,0.255697071552277,0.316263258457184,0.363506227731705,0.405475318431854,0.439941465854645,0.470649778842926,0.497617542743683,0.523326933383942,0.553889572620392,0.618270933628082,0.663006246089935,0.685168147087097,0.726175665855408,0.883997738361359]","[0.0037120261695236,0.00723788421601057,0.0132751706987619,0.0227881856262684,0.028807494789362,0.0333738550543785,0.036998700350523,0.0402132011950016,0.0431016869843006,0.0458148568868637,0.0484133325517178,0.051013819873333,0.0556851588189602,0.0597745515406132,0.0636446177959442,0.0709925144910812,0.106178924441338]"
"office-6-scans-video-576721897501","GTSuite-chris-office-6-scans-video-576721897501_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.00794730428606272,0.0147003894671798,0.0244931615889072,0.0418312102556229,0.0573062151670456,0.0706102028489113,0.0828368067741394,0.0945219472050667,0.10529875010252,0.115264438092709,0.124981254339218,0.134112536907196,0.150631979107857,0.166325211524963,0.181491851806641,0.210733756422997,0.31581375002861]","[0.045513067394495,0.0757776871323586,0.123391546308994,0.209475249052048,0.272946983575821,0.323329001665115,0.364316463470459,0.400241315364838,0.431703299283981,0.45593324303627,0.47972971200943,0.50145810842514,0.538037955760956,0.573306739330292,0.606513857841492,0.658793330192566,0.851685404777527]","[0.00435377145186067,0.0081397220492363,0.0135959777981043,0.0232356265187263,0.0320138148963451,0.0396326966583729,0.046731173992157,0.0535888038575649,0.0599622055888176,0.0659713223576546,0.0718499571084976,0.0774073898792267,0.0875749662518501,0.0972727909684181,0.106712058186531,0.125427693128586,0.193847149610519]"
"office-6-scans-video-576721897501","GTSuite-chris-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=128","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0417219288647175,0.0693226084113121,0.124180749058723,0.227164790034294,0.290012031793594,0.39977952837944,0.603208184242249]","[0.113376446068287,0.199442341923714,0.361244916915894,0.578107893466949,0.683070123195648,0.800877630710602,0.946090161800385]","[0.0255648232996464,0.0419522263109684,0.0749774053692818,0.141354739665985,0.184084534645081,0.266373485326767,0.442747563123703]"
"gg-park-video-583362563275","GTSuite-chris-gg-park-video-583362563275_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.00834265258163214,0.0148877985775471,0.0222118031233549,0.0314660333096981,0.0358778983354568,0.0387530066072941,0.0409884192049503,0.0429568327963352,0.0447512194514275,0.0463253334164619,0.0477936305105686,0.0491266325116158,0.0515489503741264,0.0536280833184719,0.0554702952504158,0.0589020662009716,0.0718694850802422]","[0.169907078146935,0.370784312486649,0.592352509498596,0.760044038295746,0.811221182346344,0.839280486106873,0.858017981052399,0.875330150127411,0.892894625663757,0.908334910869598,0.92140805721283,0.931892216205597,0.947798550128937,0.958806037902832,0.968698620796204,0.986059367656708,0.993091106414795]","[0.00427631242200732,0.00759640522301197,0.011318102478981,0.016065577045083,0.0183446109294891,0.0198344197124243,0.0209957025945187,0.022018700838089,0.0229507461190224,0.023768775165081,0.0245330836623907,0.0252282973378897,0.0264949817210436,0.0275855008512735,0.0285526495426893,0.0303577408194542,0.0372838489711285]"
"gg-park-video-583366999542","GTSuite-chris-gg-park-video-583366999542_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[8.6158502381295E-4,0.0014206173364073,0.00196429272182286,0.00275965919718146,0.00339161837473512,0.00403060764074326,0.00466374820098281,0.00531905563548207,0.00592699740082026,0.00659840274602175,0.00730326259508729,0.00805551372468472,0.00955716148018837,0.0108497310429811,0.011913220398128,0.0140532245859504,0.031805694103241]","[0.0222410634160042,0.0356245525181293,0.0474606119096279,0.063033364713192,0.0742601901292801,0.0850022956728935,0.0947152003645897,0.104221634566784,0.113600604236126,0.124383233487606,0.135190770030022,0.144874468445778,0.161097437143326,0.173146769404411,0.184769332408905,0.211042761802673,0.44808092713356]","[4.39301453297958E-4,7.24759418517351E-4,0.00100290030241013,0.00141071062535048,0.00173543987330049,0.00206424458883703,0.0023907336872071,0.00272917072288692,0.00304287811741233,0.00338909542188048,0.0037530034314841,0.00414293771609664,0.00492465915158391,0.00560032948851585,0.00615503685548902,0.00726861925795674,0.0164880231022835]"
"201-spear-video-577758970062","GTSuite-chris-201-spear-video-577758970062_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[2.07170014618896E-4,4.53133805422112E-4,8.66713700816035E-4,0.0016581128584221,0.00243438989855349,0.00330080254934728,0.00419866666197777,0.00532236089929938,0.00651390058919787,0.00795734766870737,0.00902305915951729,0.0101019181311131,0.0123458299785852,0.0144781842827797,0.0166358519345522,0.021364513784647,0.039217870682478]","[0.0310593023896217,0.0524801909923553,0.0735250487923622,0.100388571619987,0.117712639272213,0.132457241415977,0.151285454630852,0.174382016062737,0.191778659820557,0.200763940811157,0.2102902084589,0.221775814890862,0.242827266454697,0.263562053442001,0.286764174699783,0.33047017455101,0.464873552322388]","[1.0393162665423E-4,2.27549273404293E-4,4.35926223872229E-4,8.35960207041353E-4,0.00122991274110973,0.00167122448328882,0.00212887488305569,0.00270242104306817,0.00331321824342012,0.00405911635607481,0.00461044115945697,0.00516867591068149,0.00633392995223403,0.00744353933259845,0.00856640469282866,0.0110390894114971,0.0204724911600351]"
,"GTSuite-chris-gg-park-video-583362563275_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=semilite_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-gg-park-video-583362563275_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=semilite_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-gg-park-video-583362563275_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-gg-park-video-583366999542_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=semilite_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-201-spear-video-577761731441_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-201-spear-video-577761731441_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=semilite_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-gg-park-video-583366999542_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-gg-park-video-583366999542_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=semilite_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-office-6-scans-video-576721897501_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-201-spear-video-577758970062_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=semilite_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-201-spear-video-577758970062_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-201-spear-video-577761731441_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-office-6-scans-video-576724639910_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=semilite_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-office-6-scans-video-576724639910_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
"office-6-scans-video-576724639910","GTSuite-chris-office-6-scans-video-576724639910_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256","[0.001,0.0025,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.06,0.07,0.08,0.1,0.2]","[0.00196391274221241,0.00401388760656118,0.00766154332086444,0.0174070224165916,0.0251785051077604,0.0319525077939034,0.0382975190877914,0.0439304262399673,0.0491364039480686,0.054281659424305,0.0595046281814575,0.0641753301024437,0.072263740003109,0.0794978216290474,0.0866211578249931,0.0991588532924652,0.142063900828362]","[0.0415480583906174,0.0749098137021065,0.12087282538414,0.210535734891891,0.276272803544998,0.331074744462967,0.392783284187317,0.446743160486221,0.492471575737,0.539575934410095,0.589450120925903,0.648131668567657,0.732175171375275,0.783246338367462,0.817030668258667,0.87252277135849,0.995034694671631]","[0.00100572593510151,0.00206219288520515,0.00395615259185433,0.00907882861793041,0.0131903104484081,0.0167862884700298,0.0201301332563162,0.0231010317802429,0.0258582048118114,0.0285783279687166,0.0313338823616505,0.0337590053677559,0.038007490336895,0.0418739691376686,0.0457349829375744,0.0525664128363132,0.076492466032505]"
,"GTSuite-chris-201-spear-video-577758970062_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
,"GTSuite-chris-office-6-scans-video-576721897501_densify-method=joint_mvsnet_openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=128",,,,
,"GTSuite-chris-office-6-scans-video-576724639910_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
"office-6-scans-video-576721897501","GTSuite-chris-office-6-scans-video-576721897501_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0169385317713022,0.0279398411512375,0.0492977499961853,0.121216259896755,0.161151260137558,0.233028843998909,0.417829275131226]","[0.0886889770627022,0.139564946293831,0.215935781598091,0.488119602203369,0.57415384054184,0.681214153766632,0.883329093456268]","[0.00936341658234596,0.0155237941071391,0.0278250835835934,0.0692005231976509,0.0937294363975525,0.140554830431938,0.273630499839783]"
,"GTSuite-chris-office-6-scans-video-576721897501_densify-method=openmvs_mvsnet-network-mode=normal_mvsnet-depth-buckets=256",,,,
"201-spear-june-video-581440140571","GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0119980778545141,0.0172190703451633,0.0265142284333706,0.0495806150138378,0.0690461322665215,0.105932474136353,0.192104816436768]","[0.246052071452141,0.332024782896042,0.430330634117126,0.565162599086761,0.721402168273926,0.863149762153625,0.955931842327118]","[0.00614895764738321,0.00883872713893652,0.0136785041540861,0.025927597656846,0.0362582206726074,0.0564289353787899,0.106781899929047]"
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
"201-spear-june-video-581440462545","GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.00462621729820967,0.00656105065718293,0.0132412062957883,0.0269696265459061,0.0380024425685406,0.0607146136462688,0.120797879993916]","[0.111080817878246,0.146580263972282,0.290667593479156,0.468974500894547,0.592180609703064,0.680861055850983,0.848328113555908]","[0.00236230064183474,0.00335562531836331,0.00677491771057248,0.0138840321451426,0.0196311231702566,0.031774003058672,0.0650288388133049]"
"201-spear-june-video-581436055834","GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.00271089002490044,0.00465273205190897,0.0100579578429461,0.028462752699852,0.0415600724518299,0.0664123818278313,0.128463417291641]","[0.132226258516312,0.215144768357277,0.395146667957306,0.674325287342072,0.779105663299561,0.888361692428589,0.98662918806076]","[0.00136948341969401,0.002351796021685,0.00509380735456944,0.0145381996408105,0.0213494617491961,0.0344956070184708,0.0687045231461525]"
"201-spear-june-video-581438161825",,,,,
,"GTSuite-chris-gg-park-video-583366999542-names=gg-park-video-583366999542",,,,
"201-spear-june-video-581439980416","GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.00794914085417986,0.0124663701280951,0.0232918933033943,0.0524359010159969,0.0738672539591789,0.114549435675144,0.19926393032074]","[0.296031445264816,0.393486976623535,0.580478727817535,0.765115261077881,0.873602986335754,0.959714353084564,0.99510782957077]","[0.00402865977957845,0.00633351318538189,0.0118843792006373,0.0271482300013304,0.0385640114545822,0.0609097480773926,0.110717162489891]"
"201-spear-june-video-581437955794",,,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
"201-spear-june-video-581438317996",,,,,
"201-spear-june-video-581438736828",,,,,
,"GTSuite-chris-gg-park-video-583366999542-names=gg-park-video-583366999542",,,,
"201-spear-video-577758970062",,,,,
"201-spear-june-video-581437591799",,,,,
"201-spear-video-577753563573",,,,,
"201-spear-june-video-581439366548","GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0124305877834558,0.0167950969189405,0.0227965358644724,0.0396074578166008,0.0516801290214062,0.0765159949660301,0.137546062469482]","[0.557778596878052,0.700383424758911,0.784737050533295,0.855039119720459,0.882497131824493,0.922674298286438,0.995161056518555]","[0.00628533074632287,0.00849945656955242,0.0115662682801485,0.02027328312397,0.0266194995492697,0.0399129576981068,0.0738785937428474]"
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
"201-spear-video-577760829630",,,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
"201-spear-june-video-581440217152",,,,,
"201-spear-june-video-581437845682",,,,,
"201-spear-june-video-581440462545",,,,,
"201-spear-june-video-581439366548",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
"201-spear-june-video-581440462545",,,,,
"201-spear-june-video-581437925405",,,,,
"201-spear-june-video-581438161825",,,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
"201-spear-june-video-581438760287",,,,,
"201-spear-june-video-581437591799",,,,,
"201-spear-june-video-581438209678",,,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
"201-spear-june-video-581437591799",,,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
"201-spear-june-video-581437591799",,,,,
"201-spear-june-video-581438760287",,,,,
