"map_id","benchmark_id","distances","fscores","precisions","recalls"
"201-spear-june-video-581436850647",,,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
"201-spear-june-video-581437418949",,,,,
"201-spear-june-video-581437591799",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581436878300","GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.00756533769890666,0.0107440883293748,0.017440851777792,0.0354889966547489,0.0502453185617924,0.0808091312646866,0.1634172052145]","[0.337853848934174,0.399058163166046,0.502265989780426,0.664690494537354,0.733014643192291,0.809522330760956,0.952382147312164]","[0.00382549967616796,0.00544534856453538,0.0088745066896081,0.0182311963289976,0.0260142479091883,0.0425271652638912,0.0893765762448311]"
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
"201-spear-june-video-581436513498",,,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
,"GTSuite-chris-gg-park-video-583366999542-names=gg-park-video-583366999542",,,,
"201-spear-june-video-581435437782",,,,,
"201-spear-june-video-581437654293",,,,,
"201-spear-june-video-581437418949",,,,,
"201-spear-june-video-581434634547",,,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
"201-spear-june-video-581436878300","GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0084965992718935,0.0118306633085012,0.0185498259961605,0.040863960981369,0.0613191425800323,0.0996458902955055,0.189691722393036]","[0.349964201450348,0.421154826879501,0.51261579990387,0.68869823217392,0.79422789812088,0.860209226608276,0.947796821594238]","[0.00430050445720553,0.00599959911778569,0.00944582000374794,0.0210566818714142,0.0318906456232071,0.0528860837221146,0.105392463505268]"
"201-spear-june-video-581438317996",,,,,
"201-spear-june-video-581437418949",,,,,
"201-spear-june-video-581436850647","GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.00434441911056638,0.00719852279871702,0.0130172679200768,0.0287162307649851,0.0402843505144119,0.0615281648933887,0.114101588726044]","[0.199021726846695,0.342338055372238,0.507785856723785,0.715250372886658,0.778575241565704,0.837634980678558,0.989989578723907]","[0.002196179702878,0.00363750499673188,0.00659314310178161,0.0146522475406528,0.0206771027296782,0.0319370441138744,0.0605395473539829]"
"201-spear-june-video-581439496402",,,,,
"201-spear-june-video-581436878300",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581437654293",,,,,
"201-spear-june-video-581435437782",,,,,
"201-spear-june-video-581435437782",,,,,
"201-spear-june-video-581436055834",,,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581436513498",,,,,
"201-spear-june-video-581437925405",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-gg-park-video-583366999542-names=gg-park-video-583366999542",,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
"201-spear-june-video-581435437782","GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0167132541537285,0.0267036035656929,0.0428868979215622,0.0801401063799858,0.09727743268013,0.126482605934143,0.200235351920128]","[0.231485858559608,0.333850830793381,0.504930436611176,0.814581453800201,0.872433722019196,0.904595613479614,0.97314441204071]","[0.00866959895938635,0.0139080295339227,0.0223945006728172,0.0421431101858616,0.0515104569494724,0.0679949000477791,0.111599050462246]"
"201-spear-june-video-581436055834",,,,,
"201-spear-june-video-581434634547",,,,,
"201-spear-june-video-581437232025",,,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
"201-spear-june-video-581436055834",,,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
"201-spear-june-video-581435437782",,,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
"201-spear-june-video-581436850647",,,,,
"201-spear-june-video-581436513498",,,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581436513498",,,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
"201-spear-june-video-581437418949",,,,,
"201-spear-june-video-581435437782",,,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
"201-spear-june-video-581436055834",,,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
"201-spear-june-video-581435437782",,,,,
"201-spear-june-video-581436055834","GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.00176435406319797,0.00279627833515406,0.00540950521826744,0.0173855684697628,0.0265115927904844,0.046146348118782,0.0962953343987465]","[0.106896780431271,0.158981755375862,0.26885786652565,0.58115166425705,0.699682414531708,0.828744649887085,0.983406066894531]","[8.89517832547426E-4,0.00141054391860962,0.00273223943077028,0.00882478337734938,0.0135117825120687,0.0237339548766613,0.0506263338029385]"
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581436850647","GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.00695807067677379,0.0107198739424348,0.0172134395688772,0.0336374789476395,0.0446706973016262,0.0640804767608643,0.114784687757492]","[0.381059616804123,0.538759410381317,0.654913902282715,0.795991182327271,0.84030020236969,0.884671092033386,0.98752760887146]","[0.00351109122857451,0.00541379675269127,0.00872133392840624,0.0171817783266306,0.0229452382773161,0.033244252204895,0.0609336346387863]"
"201-spear-june-video-581436513498",,,,,
"201-spear-june-video-581437232025",,,,,
,"GTSuite-chris-gg-park-video-583366999542-names=gg-park-video-583366999542",,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
"201-spear-june-video-581437232025",,,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
,"GTSuite-chris-gg-park-video-583366999542-names=gg-park-video-583366999542",,,,
"201-spear-june-video-581439366548",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581435437782",,,,,
,"GTSuite-chris-gg-park-video-583366999542-names=gg-park-video-583366999542",,,,
"201-spear-june-video-581435437782",,,,,
"201-spear-june-video-581434309019",,,,,
"201-spear-june-video-581436850647",,,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
"201-spear-june-video-581436513498","GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0040775197558105,0.00598499830812216,0.0105793476104736,0.0251848232001066,0.0377214774489403,0.0662875846028328,0.147790193557739]","[0.121214807033539,0.157137408852577,0.246023833751678,0.414337545633316,0.495629608631134,0.669663071632385,0.88104110956192]","[0.00207363720983267,0.00305059412494302,0.00540590425953269,0.0129871107637882,0.0196068622171879,0.0348696038126945,0.0806602761149406]"
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
"201-spear-june-video-581436055834",,,,,
,"GTSuite-chris-gg-park-video-583366999542-names=gg-park-video-583366999542",,,,
"201-spear-june-video-581437418949",,,,,
"201-spear-june-video-581434309019",,,,,
"201-spear-june-video-581434634547",,,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
"201-spear-june-video-581434634547",,,,,
"201-spear-june-video-581434309019",,,,,
"201-spear-june-video-581435437782",,,,,
"201-spear-june-video-581436850647","GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.00442291423678398,0.00684188865125179,0.0123318275436759,0.0259871426969767,0.0355499424040318,0.0514836572110653,0.0970683619379997]","[0.260384678840637,0.418839186429977,0.600211441516876,0.7390456199646,0.800547480583191,0.852021872997284,0.980485856533051]","[0.00223039998672903,0.00344911543652415,0.00622991332784295,0.013226106762886,0.0181785989552736,0.0265437867492437,0.0510617420077324]"
"201-spear-june-video-581436055834",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581435437782",,,,,
"201-spear-june-video-581433840687","GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0112533690407872,0.017068887129426,0.0289269704371691,0.0871398597955704,0.151875227689743,0.256307005882263,0.400261223316193]","[0.0370798967778683,0.0551724061369896,0.0963671505451202,0.317351818084717,0.595444679260254,0.919078469276428,0.990641951560974]","[0.00663324538618326,0.0100961914286017,0.017017612233758,0.0505036972463131,0.087037593126297,0.148918211460114,0.250796884298325]"
"201-spear-june-video-581437845682",,,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
"201-spear-june-video-581434309019",,,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581434309019",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
"201-spear-june-video-581437232025",,,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
"201-spear-june-video-581438209678",,,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
"201-spear-june-video-581437232025",,,,,
"201-spear-june-video-581436055834",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
"201-spear-june-video-581436055834",,,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
"201-spear-june-video-581436850647",,,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
"201-spear-june-video-581437591799",,,,,
"201-spear-june-video-581436513498","GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0083672134205699,0.0131657924503088,0.022898830473423,0.0508663468062878,0.0716577917337418,0.109593905508518,0.186295032501221]","[0.253442704677582,0.330447375774384,0.438566267490387,0.586989760398865,0.675025582313538,0.836712837219238,0.981855571269989]","[0.00425382517278194,0.00671670027077198,0.0117563307285309,0.0265850536525249,0.0378372147679329,0.0586371421813965,0.10291051119566]"
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
"201-spear-june-video-581439198456",,,,,
"201-spear-june-video-581437591799",,,,,
"201-spear-june-video-581435437782","GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0322044044733047,0.0459289066493511,0.0674994736909866,0.0962057560682297,0.111170254647732,0.139399975538254,0.197846949100494]","[0.359938949346542,0.470093995332718,0.690016150474548,0.808603465557098,0.83478444814682,0.933185458183289,0.991022109985352]","[0.0168562829494476,0.0241439025849104,0.0354853793978691,0.0511454604566097,0.0595503561198711,0.0753261223435402,0.109892949461937]"
"201-spear-june-video-581436513498",,,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
"201-spear-june-video-581437232025",,,,,
"201-spear-june-video-581434309019",,,,,
"201-spear-june-video-581434634547","GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0283054392784834,0.0353511981666088,0.0503649301826954,0.0890571102499962,0.110471360385418,0.144792750477791,0.221227198839188]","[0.419182538986206,0.437663823366165,0.514969408512115,0.741293013095856,0.795610845088959,0.865878224372864,0.979809939861298]","[0.0146472491323948,0.0184194929897785,0.026477225124836,0.0473742708563805,0.0593565367162228,0.0790017321705818,0.124690249562263]"
"201-spear-june-video-581434309019",,,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581434634547",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581435437782",,,,,
"201-spear-june-video-581434309019",,,,,
"201-spear-june-video-581436055834",,,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
"201-spear-june-video-581434634547",,,,,
,"GTSuite-chris-gg-park-video-583366999542-names=gg-park-video-583366999542",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
"201-spear-june-video-581436513498","GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.00828350987285376,0.0124440640211105,0.0214597415179014,0.0494634434580803,0.070323571562767,0.109560839831829,0.199169605970383]","[0.262611567974091,0.343979388475418,0.467382997274399,0.684222102165222,0.762888491153717,0.866786181926727,0.967124760150909]","[0.00420812284573913,0.00633665174245834,0.0109819881618023,0.025659192353487,0.0368607081472874,0.0584760755300522,0.111016124486923]"
,"GTSuite-chris-gg-park-video-583366999542-names=gg-park-video-583366999542",,,,
"201-spear-june-video-581436055834",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581435437782",,,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
"201-spear-june-video-581437654293",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581436055834",,,,,
"201-spear-june-video-581435437782",,,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
"201-spear-june-video-581436959586",,,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
"201-spear-june-video-581437232025",,,,,
"201-spear-june-video-581436513498",,,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
"201-spear-june-video-581434634547",,,,,
"201-spear-june-video-581435437782",,,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
"201-spear-june-video-581436959586",,,,,
"201-spear-june-video-581438760287",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
"201-spear-june-video-581434309019",,,,,
"201-spear-june-video-581436055834","GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.00365589465945959,0.00569360516965389,0.0107913371175528,0.025669451802969,0.0354037173092365,0.054630771279335,0.115392901003361]","[0.182307571172714,0.246000319719315,0.361731350421906,0.632034540176392,0.750561892986298,0.855897486209869,0.985713541507721]","[0.0018464612076059,0.002880132291466,0.00547737022861838,0.0131007637828588,0.01812943816185,0.0282158777117729,0.0612835399806499]"
"201-spear-june-video-581436055834",,,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
"201-spear-june-video-581434634547",,,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
"201-spear-june-video-581436959586",,,,,
"201-spear-june-video-581434634547",,,,,
,"GTSuite-chris-gg-park-video-583366999542-names=gg-park-video-583366999542",,,,
"201-spear-june-video-581438161825",,,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
"201-spear-june-video-581436513498",,,,,
"201-spear-june-video-581436055834",,,,,
"201-spear-june-video-581437418949",,,,,
"201-spear-june-video-581434634547",,,,,
"201-spear-june-video-581437418949",,,,,
"201-spear-june-video-581435437782",,,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
,"GTSuite-chris-gg-park-video-583366999542-names=gg-park-video-583366999542",,,,
"201-spear-june-video-581434309019",,,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581434634547",,,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
,"GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501",,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581434309019","GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.00573302153497934,0.00887450482696295,0.0147365620359778,0.0310469288378954,0.0432933606207371,0.0687440037727356,0.191786035895348]","[0.0552961491048336,0.0795065611600876,0.111853644251823,0.185767620801926,0.237551838159561,0.333748251199722,0.815009534358978]","[0.00302323303185403,0.00469953287392855,0.00788789056241512,0.0169389490038157,0.023816978558898,0.0383183248341084,0.108680188655853]"
"201-spear-june-video-581435437782",,,,,
,"GTSuite-chris-gg-park-video-583366999542-names=gg-park-video-583366999542",,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581436055834","GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.00389476958662271,0.00653314311057329,0.0124547965824604,0.0298365354537964,0.0439048558473587,0.0708790048956871,0.135875448584557]","[0.170903071761131,0.255080491304398,0.395540714263916,0.627756357192993,0.758976221084595,0.876422226428986,0.983066856861115]","[0.00196983036585152,0.00330894603393972,0.00632701115682721,0.0152814220637083,0.0226062871515751,0.0369329452514648,0.0729813128709793]"
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
"201-spear-june-video-581434634547",,,,,
"201-spear-june-video-581434634547",,,,,
"201-spear-june-video-581436959586",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581434634547",,,,,
"201-spear-june-video-581436878300",,,,,
"201-spear-june-video-581435437782",,,,,
"201-spear-june-video-581436055834","GTSuite-chris-small-office-6-scans-video-576721897501-names=small-office-6-scans-video-576721897501","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.00921950303018093,0.012729499489069,0.0194053780287504,0.035961139947176,0.0470407232642174,0.0681166425347328,0.118319481611252]","[0.440760463476181,0.51349550485611,0.599779605865479,0.778154909610748,0.854148685932159,0.938124537467957,0.990498185157776]","[0.0046584727242589,0.00644463021308184,0.00986223202198744,0.0184058677405119,0.0241863708943129,0.0353413783013821,0.06291763484478]"
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
"201-spear-june-video-581435437782",,,,,
"201-spear-june-video-581436959586",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
"201-spear-june-video-581434634547","GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0336566232144833,0.0413072220981121,0.0533733442425728,0.0886522531509399,0.112827576696873,0.146472632884979,0.225203976035118]","[0.528461694717407,0.55535352230072,0.580213129520416,0.680371463298798,0.791532456874847,0.840194404125214,0.972223341464996]","[0.0173818189650774,0.0214513894170523,0.0279732923954725,0.0474152192473412,0.0607430450618267,0.0802296027541161,0.127351745963097]"
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
"201-spear-june-video-581434634547",,,,,
,"GTSuite-chris-office-6-scans-video-576724639910-names=office-6-scans-video-576724639910",,,,
"201-spear-june-video-581436959586",,,,,
"201-spear-june-video-581436055834",,,,,
"201-spear-june-video-581435437782","GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0109128085896373,0.0154001954942942,0.02200180105865,0.0442036911845207,0.0605902336537838,0.0896399840712547,0.139668896794319]","[0.258392751216888,0.303367793560028,0.359303563833237,0.509812116622925,0.666494905948639,0.84237939119339,0.974529087543488]","[0.00557411136105657,0.00790063198655844,0.0113483564928174,0.0231034476310015,0.0317377373576164,0.0473387166857719,0.0752250552177429]"
"201-spear-june-video-581436878300",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
"201-spear-june-video-581435437782",,,,,
"201-spear-june-video-581434309019",,,,,
"201-spear-june-video-581434309019",,,,,
"201-spear-june-video-577759221361","GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0233034379780293,0.0308798551559448,0.0465261563658714,0.0947658643126488,0.13160552084446,0.201516583561897,0.358707338571548]","[0.113498724997044,0.136814057826996,0.177195146679878,0.300524473190308,0.384672343730927,0.492645651102066,0.691270768642426]","[0.0129847237840295,0.017404031008482,0.0267787240445614,0.056252047419548,0.079381987452507,0.12666429579258,0.242191463708878]"
"201-spear-june-video-577764325604","GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062","[0.003,0.005,0.01,0.03,0.05,0.1,0.3]","[0.0248855464160442,0.03578881919384,0.0583293586969376,0.11895290017128,0.16575126349926,0.256746530532837,0.456798821687698]","[0.071140393614769,0.090058721601963,0.124522931873798,0.202642112970352,0.263549566268921,0.368302404880524,0.555602669715881]","[0.0150804044678807,0.0223316419869661,0.0380844995379448,0.0841852352023125,0.120890907943249,0.19705893099308,0.387830257415771]"
"201-spear-june-video-581435437782",,,,,
"201-spear-june-video-581434634547",,,,,
,"GTSuite-chris-201-spear-video-577761731441-names=201-spear-video-577761731441",,,,
,"GTSuite-chris-201-spear-video-577758970062-names=201-spear-video-577758970062",,,,
"201-spear-june-video-581436878300",,,,,
,"GTSuite-chris-office-6-scans-video-576721897501-names=office-6-scans-video-576721897501",,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
,"GTSuite-chris-gg-park-video-583362563275-names=gg-park-video-583362563275",,,,
,"GTSuite-chris-201-spear-video-577764325604-names=201-spear-video-577764325604",,,,
"201-spear-june-video-581438736828",,,,,
